fold,horizon_bucket,radius_90,covered
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,False
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,False
5,Days 8–21,11.801449291348263,False
5,Days 8–21,11.801449291348263,True
5,Days 8–21,11.801449291348263,True
